English,CEFR,gender,word,wordAudio,region,definition,sentenceAudio,example,sentenceTranslation,oldSentenceToBeDeleted
"matter, issue",B1,feminine,cuestión,,,Problema o tema sobre el que se pregunta.,,"Es una cuestión de prioridades, no de tiempo.","It's a matter of priorities, not time.",
questionnaire,B1,masculine,cuestionario,,,Conjunto de preguntas organizadas para una evaluación.,,Hay que rellenar el cuestionario antes del examen.,You have to fill out the questionnaire before the exam.,
careful,B1,adjective,cuidadoso,,,Que actúa con atención y pone cuidado en lo que hace.,,Es muy cuidadoso cuando trabaja con niños pequeños.,He is very careful when working with small children.,
"fault, guilt",B1,feminine,culpa,,,Responsabilidad de un error o falta.,,"No fue tu culpa, todos cometemos errores.","It wasn't your fault, we all make mistakes.",
guilty,B1,adjective,culpable,,,Que tiene la culpa de algo.,,Se sintió culpable por lo que hizo.,He felt guilty for what he did.,
blame,B1,verb,culpar,,,Atribuir a alguien la responsabilidad de una falta.,,No puedes culparme sin pruebas.,You can’t blame me without evidence.,
"cultivate, grow",B1,verb,cultivar,,,Sembrar plantas para su desarrollo.,,Vamos a cultivar tomates en el jardín.,We’re going to grow tomatoes in the garden.,
crop,B1,masculine,cultivo,,,Terreno donde se cultivan plantas.,,El cultivo necesita mucha agua.,The crop needs a lot of water.,
cultural,B1,adjective,cultural,,,"Relacionado con las costumbres, las artes y las manifestaciones intelectuales de una sociedad.",,El viaje incluyó una visita cultural al museo.,The trip included a cultural visit to the museum.,
"comply, achieve",B1,verb,cumplir,,,"Realizar una obligación, promesa o deber.",,Debemos cumplir las reglas del juego.,We must follow the rules of the game.,
"cradle, crib",B1,feminine,cuna,,,Cama pequeña para bebés.,,Colocaron al bebé en una cuna muy bonita.,They placed the baby in a very nice crib.,
curiosity,B1,feminine,curiosidad,,,Deseo de aprender o conocer algo.,,Su curiosidad por la ciencia lo llevó a estudiar biología.,His curiosity for science led him to study biology.,
"damage, harm",B1,verb,dañar,,,Causar daño físico o moral a alguien o algo.,,El exceso de sol puede dañar la piel.,Excessive sun can damage the skin.,
"damage, harm",B1,masculine,daño,,,Efecto negativo producido en una persona o cosa.,,El terremoto causó mucho daño en la ciudad.,The earthquake caused a lot of damage in the city.,
realize,B1,verb,darse cuenta,,,"Percatarse de algo, comprenderlo de repente.",,De repente me di cuenta de mi error.,Suddenly I realized my mistake.,
"in fact, indeed",B1,adverb,de hecho,,,"En realidad, verdaderamente.",,"De hecho, no sabía que ya habías llegado.","In fact, I didn't know you had already arrived.",
in fashion,B1,adverb,de moda,,,Siguiendo la moda actual.,,Los pantalones anchos están de moda otra vez.,Baggy pants are back in fashion.,
again,B1,adverb,de nuevo,,,"Otra vez, de nuevo.",,Vamos a intentarlo de nuevo.,Let’s try it again.,
in passing,B1,adverb,de paso,,,Aprovechando la ocasión mientras se hace otra cosa.,,Pasé de paso por tu barrio esta mañana.,I passed through your neighborhood this morning.,
suddenly,B1,adverb,de repente,,,De manera inesperada y rápida.,,"De repente, empezó a llover muy fuerte.","Suddenly, it started to rain very heavily.",
too much,B1,adverb,de sobra,,,En cantidad más que suficiente.,,Había comida de sobra para todos los invitados.,There was more than enough food for all the guests.,
debate,B1,masculine,debate,,,Discusión formal sobre un tema entre varias personas.,,El debate sobre el cambio climático fue muy interesante.,The debate about climate change was very interesting.,
duty,B1,masculine,deber,,,Obligación moral o legal de hacer algo.,,Es tu deber respetar las normas del colegio.,It's your duty to respect school rules.,
weak,B1,adjective,débil,,,Que tiene poca fuerza o resistencia.,,Después de la enfermedad me sentía muy débil y cansado.,After the illness I felt very weak and tired.,
defend,B1,verb,defender,,,Proteger o amparar de un daño o ataque.,,Es importante defender tus ideas con respeto.,It is important to defend your ideas with respect.,
defense,B1,feminine,defensa,,,Acción de protegerse o proteger a alguien.,,La defensa del equipo fue muy buena durante el partido.,The team's defense was very good during the match.,
definition,B1,feminine,definición,,,Explicación precisa del significado de una palabra o concepto.,,La definición de esa palabra es difícil de entender.,The definition of that word is hard to understand.,
define,B1,verb,definir,,,Explicar el sentido exacto de una palabra o idea.,,Vamos a definir bien los objetivos del proyecto.,Let's clearly define the project's objectives.,
"other, remaining",B1,adjective,demás,,,"Los otros, los restantes.",,Los demás estudiantes ya entregaron el trabajo.,The other students have already submitted their work.,
democracy,B1,feminine,democracia,,,Sistema político en el que gobierna el pueblo.,,La democracia permite que todos voten.,Democracy allows everyone to vote.,
inside,B1,adverb,dentro,,,En el interior de un lugar.,,Dentro del cajón encontrarás los documentos necesarios.,Inside the drawer you’ll find the necessary documents.,
"dependence, dependency",B1,feminine,dependencia,,,Relación de subordinación o dependencia respecto a algo o alguien.,,Tiene una gran dependencia del móvil.,He has a strong dependency on his phone.,
"sports, sportive",B1,adjective,deportivo,,,Relacionado con el deporte o con actividades físicas.,,Me gusta el estilo deportivo de esa chaqueta.,I like the sporty style of that jacket.,
quickly,B1,adverb,deprisa,,,"Con rapidez, a gran velocidad.",,Salió de casa muy deprisa para no perder el autobús.,He left home in a hurry so as not to miss the bus.,
right,B1,masculine,derecho,,,Conjunto de normas y principios que reconocen las libertades y obligaciones de las personas.,,Todos tienen derecho a expresar su opinión.,Everyone has the right to express their opinion.,
challenge,B1,masculine,desafío,,,Reto o situación que requiere esfuerzo para superarse.,,Subir esa montaña fue un gran desafío.,Climbing that mountain was a big challenge.,
unpleasant,B1,adjective,desagradable,,,Que causa desagrado o molestia.,,Ese olor es muy desagradable.,That smell is very unpleasant.,
disappear,B1,verb,desaparecer,,,Dejar de estar presente o visible.,,Mi gato desapareció anoche y no ha vuelto.,My cat disappeared last night and hasn't returned.,
develop,B1,verb,desarrollar,,,"Hacer que algo crezca, se expanda o progrese.",,Queremos desarrollar una aplicación para móviles.,We want to develop a mobile app.,
develop,B1,verb,desarrollarse,,,"Progresar o avanzar en capacidades, conocimientos o situación.",,El niño comienza a desarrollarse rápidamente en la escuela.,The child is starting to develop quickly at school.,
development,B1,masculine,desarrollo,,,Proceso de crecimiento o mejora.,,El desarrollo económico es clave para el país.,Economic development is key for the country.,
download,B1,verb,descargar,,,Bajar o transferir datos desde internet o un dispositivo.,,Voy a descargar la aplicación en mi móvil.,I'm going to download the app on my phone.,
unknown,B1,adjective,desconocido,,,Que no se conoce o del que no se tiene noticia.,,El libro habla de un lugar desconocido.,The book talks about an unknown place.,
description,B1,feminine,descripción,,,Exposición detallada de las características de algo o alguien.,,"La descripción del piso en el anuncio no era exacta, ya que faltaba información sobre la calefacción.","The description of the apartment in the ad wasn’t accurate, as information about the heating was missing.",
unemployed,B1,adjective,desempleado,,,Que no tiene trabajo.,,Mi hermano está desempleado desde hace tres meses.,My brother has been unemployed for three months.,
unemployment,B1,masculine,desempleo,,,Situación de falta de empleo.,,El desempleo es un problema importante en el país.,Unemployment is a major issue in the country.,
parade,B1,masculine,desfile,,,Marcha organizada de personas con un fin festivo o militar.,,El desfile fue muy colorido y divertido.,The parade was very colorful and fun.,
untie,B1,verb,desligar,,,Separar algo de otra cosa a la que estaba unido.,,Intentó desligar su nombre del escándalo para proteger su reputación.,He tried to dissociate his name from the scandal to protect his reputation.,
messy,B1,adjective,desordenado,,,Que carece de orden o presenta confusión.,,Mi hermano es muy desordenado y siempre deja la ropa por el suelo.,My brother is very messy and always leaves clothes all over the floor.,
office,B1,masculine,despacho,,,Oficina o lugar donde se trabaja.,,Su despacho está en la segunda planta.,His office is on the second floor.,
awake,B1,adjective,despierto,,,Que está en estado de vigilia y no dormido.,,Estoy despierto desde las seis de la mañana.,I've been awake since six in the morning.,
note,B1,verb,destacar,,,Resaltar la importancia de algo.,,Quiero destacar la importancia de leer todos los días.,I want to highlight the importance of reading every day.,
"destiny, destination",B1,masculine,destino,,,Lugar al que alguien se dirige o finalidad de algo.,,Nuestro destino final es Valencia.,Our final destination is Valencia.,
destroy,B1,verb,destruir,,,Reducir a ruinas o hacer desaparecer algo material.,,El incendio logró destruir casi todo el edificio.,The fire managed to destroy almost the entire building.,
disadvantage,B1,feminine,desventaja,,,Circunstancia negativa en comparación con otra.,,No tener coche es una desventaja en este pueblo.,Not having a car is a disadvantage in this town.,
detail,B1,masculine,detalle,,,Elemento o parte pequeña de un conjunto.,,"Explícame ese detalle, por favor.","Explain that detail to me, please.",
detective,B1,noun,detective,,,Persona que investiga delitos como profesión.,,El detective investigó el robo con atención.,The detective investigated the robbery carefully.,
debt,B1,feminine,deuda,,,Cantidad de dinero que se debe a alguien.,,Tiene una deuda con el banco desde hace meses.,He has a debt with the bank from months ago.,
return,B1,verb,devolver,,,Entregar algo de nuevo a su dueño o al lugar de origen.,,Voy a devolver estos zapatos porque me quedan pequeños y no puedo usarlos.,I’m going to return these shoes because they’re too small for me and I can’t wear them.,
daily,B1,adverb,diariamente,,,Cada día o de manera cotidiana.,,Leo el periódico diariamente antes de trabajar.,I read the newspaper daily before working.,
difficulty,B1,feminine,dificultad,,,Situación en la que algo resulta difícil de hacer o conseguir.,,Tu mayor dificultad es la falta de organización.,Your biggest difficulty is lack of organization.,
directly,B1,adverb,directamente,,,"Sin intermediarios, de forma inmediata.",,El director habló directamente con los empleados.,The director spoke directly with the employees.,
direct,B1,verb,dirigir,,,Guiar o dirigir una actividad o a un grupo de personas.,,Voy a dirigir la reunión esta tarde.,I'm going to lead the meeting this afternoon.,
"excuse, forgive",B1,verb,disculpar,,,Perdonar una falta o disculparse.,,Te pido que me disculpes por el error.,I ask you to forgive me for the mistake.,
discussion,B1,feminine,discusión,,,"Intercambio de ideas u opiniones, generalmente con cierto grado de oposición.",,Tuvimos una discusión sobre el tema.,We had a discussion about the topic.,
discuss,B1,verb,discutir,,,Debatir o confrontar opiniones sobre un tema.,,Vamos a discutir el problema mañana.,We’re going to discuss the problem tomorrow.,
